GENERAL_ID,Risk_category,registration_number,Lat,Lon,County,Address,Post_code,Locality,Year Built,Height Regime,Apartment count,Surface,Examination Year,Certified expert,Observations,Cadastre Number,Land Registry Number,Administration Update,Admin Update
1430,U2,665,44.431611,26.109275,București,Bulevardul HRISTO BOTEV,44,Sector,1903,S+P+1 E+Ma,0,0,1993,Serban PAUNESCU,,,,07.04.2016,03.05.2016
1431,U2,666,44.454798,26.080355,București,Strada IACOB FELIX,72,Sector,1935,S+P+1...2E+Ma,0,0,1993,Anatolie CAZACLIU,,,,07.04.2016,03.05.2016
1432,U1,667,44.450011,26.074777,București,Strada IACOB NEGRUZZI,28,Sector,1926,S+P+1E,0,0,1993,Valter BOGDAN,,,,07.04.2016,03.05.2016
1433,U1,668,44.450096,26.074886,București,Strada IACOB NEGRUZZI,30,Sector,1898,S+P+1 E+Ma,0,0,1993,Rodica VASILESCU,,,,07.04.2016,03.05.2016
1434,U1,669,44.439726,26.120979,București,Strada IANCU CAVALER DE FLONDOR,7,Sector,1925,S+P+2E+Ma,0,0,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
1435,U3,670,44.45322,26.097367,București,Bulevardul IANCU DE HUNEDOARA,37,Sector,1960,S+P+8E,0,11554,1994,Valentin SEVCENCO,,,,07.04.2016,03.05.2016
1436,U1,671,44.434803,26.102225,București,Bulevardul I. C. BRATIANU,2,Sector,1940,S+P+1 E+Ma,0,0,1993,Paul VERNESCU,,,,07.04.2016,03.05.2016
1437,U1,672,44.434055,26.102683,București,Bulevardul I. C. BRĂTIANU,6,Sector,1937,S+P+8E,0,0,1994,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
1438,U2,673,44.432957,26.102982,București,Bulevardul I. C. BRĂTIANU,14,Sector,1880,S+P+2E,0,0,1993,Emil COROIU,,,,07.04.2016,03.05.2016
1439,U3,674,44.431832,26.103376,București,Bulevardul I. C. BRĂTIANU,34,Sector,1945,S+P+6E+Ma,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
1440,U2,675,44.430006,26.103775,București,Bulevardul I. C. BRĂTIANU,35,Sector,1956,S+P+7E,0,0,1994,Valentin GEORGESCU,,,,07.04.2016,03.05.2016
1441,U3,676,44.429535,26.103791,București,Bulevardul I. C. BRĂTIANU,39,Sector,1986,S+P+9E,0,0,1994,Mihai NAVODARIU,,,,07.04.2016,03.05.2016
1442,U3,677,44.43001,26.103254,București,Bulevardul I. C. BRĂTIANU,44,Sector,1958,S+P+7E,0,0,1994,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
1443,U3,678,44.442681,26.145766,București,Soseaua IANCULUI,47,Sector,1976,S+P+10E,0,0,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
1444,U3,679,44.443228,26.147477,București,Soseaua IANCULUI,57,Sector,1978,S+P+8E,0,0,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
1445,U3,680,44.443108,26.148354,București,Soseaua IANCULUI,59,Sector,1979,S+P+10E,0,0,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
1446,U3,681,44.442524,26.145227,București,Soseaua IANCULUI,102B,Sector,1977,S+P+10 ... 11E,0,0,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
1447,U3,682,44.442538,26.144371,București,Soseaua IANCULUI,103A,Sector,1977,S+P+9 ... 10E,0,0,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
1448,U3,683,44.442711,26.148511,București,Soseaua IANCULUI,128,Sector,1978,S+P+10E,0,0,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
1449,U1,684,44.454741,26.081701,București,Bulevardul ION MIHALACHE,18,Sector,1930,S+P+3E,0,0,1995,Nicolae CONSTANTINESCU,,,,07.04.2016,03.05.2016
1450,U1,685,44.45855,26.07713,București,Bulevardul ION MIHALACHE,65,Sector,1934,S+P+2E+Ma; S+P,11,860,1993,Mircea CONDRUT,U1. U3,,,07.04.2016,03.05.2016
1451,U1,686,44.459264,26.076355,București,Bulevardul ION MIHALACHE,66,Sector,1940,S+P+3E+Ma,0,0,1993,Emilian TITARU,,,,07.04.2016,03.05.2016
1452,U1,687,44.459503,26.076155,București,Bulevardul ION MIHALACHE,68,Sector,1937,S+P+2E+Ma,8,644,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
1453,U3,688,44.460033,26.075851,București,Bulevardul ION MIHALACHE,70(84,Sector,1975,S+P+10E,80,11044,1995,Moses DRIMER,,,,07.04.2016,03.05.2016
1454,U2,689,44.46061,26.074668,București,Bulevardul ION MIHALACHE,94,Sector,1929,S+P+2E+Ma,1,105,1993,Gheorghe AFANASENCO,,,,07.04.2016,03.05.2016
1455,U3,690,44.46882,26.058795,București,Bulevardul ION MIHALACHE,295(297,Sector,1930,S+P+1E,2,570,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
1456,U2,691,44.470069,26.055579,București,Bulevardul ION MIHALACHE,329,Sector,1963,S+P+10E,0,0,1995,Stelian PICULESCU,,,,07.04.2016,03.05.2016
1457,U2,692,44.470043,26.054778,București,Bulevardul ION MIHALACHE,333,Sector,1963,S+P+10E,44,3833,1995,Stelian PICULESCU,,,,07.04.2016,03.05.2016
1458,U3,693,44.43433,26.050272,București,Bulevardul IULIU MANIU,9,Sector,1976,S+P+8...11E,0,0,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
1459,U3,694,44.434557,25.987017,București,Bulevardul IULIU MANIU,23,Sector,1976,S+P+10E,0,0,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
1460,U3,695,44.434164,26.02095,București,Bulevardul IULIU MANIU,128,Sector,1966,S+P+9E,0,0,1993,Anatolie CAZACLIU,,,,07.04.2016,03.05.2016
1461,U2,696,44.449296,26.105965,București,Intrarea ION CĂLIN,2,Sector,1939,S+P+2E+Ma,0,0,1994,Eugen ANTONESCU,,,,07.04.2016,03.05.2016
1462,U3,697,44.445952,26.109565,București,Strada ICOANEI (corp A + C),38,Sector,1936,S+P+3E,0,0,1993,Dan STANCIULESCU,1934; 1936,,,07.04.2016,03.05.2016
1463,U2,698,44.444712,26.10899,București,Strada ICOANEI,40,Sector,1924,S+P+3E,0,0,1993,Rodica VASILESCU,,,,07.04.2016,03.05.2016
1464,U3,699,44.446523,26.109919,București,Strada ICOANEI,57,Sector,1938,S+P+1 E+Ma,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1465,U3,700,44.447555,26.110293,București,Strada ICOANEI,69C,Sector,1880,S+P+1E; S+P+2E+Ma,0,0,1993,Dan DUMITRESCU,,,,07.04.2016,03.05.2016
1466,U1,701,44.424586,26.099899,București,Strada IENACHIŢĂ VĂCĂRESCU,3,Sector,1921,S+P+3E,0,0,1994,Traian POPP,,,,07.04.2016,03.05.2016
1467,U2,702,44.424586,26.099899,București,Strada IENACHIŢĂ VĂCĂRESCU,8,Sector,1840,S+P+1E,0,0,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
1468,U3,703,44.424586,26.099899,București,Strada IENACHIŢĂ VĂCĂRESCU,14,Sector,1936,S+P+1 E+Ma,0,0,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
1469,U3,704,44.424586,26.099899,București,Strada IENACHIŢĂ VĂCĂRESCU,19,Sector,1935,S+P+2E,0,0,1993,BALAN I. CRISTIAN,,,,07.04.2016,03.05.2016
1470,U3,705,44.422179,26.039059,București,Strada IENACHIŢA VACARESCU (corp A + B + C + D + E),20,Sector,1918,S+P+1E;S+P+1E; S+P,0,800,1993,Radu PETROVICI,1918; 1923,,,07.04.2016,03.05.2016
1471,U3,706,44.421877,26.101496,București,Strada IENACHIŢĂ VĂCĂRESCU,41,Sector,1920,S+P+1E,0,0,1993,Corneliu NICUT,,,,07.04.2016,03.05.2016
1472,U2,707,44.421877,26.101496,București,Strada IENACHIŢĂ VĂCĂRESCU,45,Sector,1932,S+P+2E,0,0,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
1473,U1,708,44.421877,26.101496,București,Strada IENACHIŢĂ VĂCĂRESCU,46,Sector,1892,S+P; S+P+1E,0,0,1993,Corneliu NICUT,U1,,,07.04.2016,03.05.2016
1474,U3,709,44.421877,26.101496,București,Strada IENACHIŢĂ VĂCĂRESCU,47,Sector,1935,S+P+1 E+Ma,0,0,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
1475,U3,710,44.421877,26.101496,București,Strada IENACHIŢĂ VĂCĂRESCU,48C,Sector,1909,S+P; S+P+1E,0,0,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
1476,U3,711,44.421877,26.101496,București,Strada IENACHIŢĂ VĂCĂRESCU,50,Sector,1935,S+P+1 E+Ma,0,0,1993,Cristian BALAN,,,,07.04.2016,03.05.2016
1477,U1,712,44.440546,26.132294,București,Strada ILARIE CHENDI,44,Sector,1940,S+P+3E,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
1478,U2,713,44.432541,26.096128,București,Strada ILFOV,2,Sector,1894,S+P+2E+Ma,0,0,1995,Mircea NEICU,,,,07.04.2016,03.05.2016
1479,U3,714,44.40597,26.066901,București,Strada ILIE CAMPEANU,22,Sector,1933,S+P+2E,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
1480,U2,715,44.433656,26.08812,București,Splaiul INDEPENDENTEI,56,Sector,1933,S+P+4E,0,0,1995,Nicolae TEMELCU,,,,07.04.2016,03.05.2016
1481,U2,716,44.43398,26.082867,București,Splaiul INDEPENDENTEI,84,Sector,1910,S+P+1E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1482,U3,717,44.436213,26.131018,București,Strada INIŞOR,19,Sector,1936,S+P+1E,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
1483,U2,718,44.421391,26.10137,București,Strada IOAN BUDAI DELEANU,5,Sector,1935,S+P+1 E+Ma,0,0,1993,Traian POPP,,,,07.04.2016,03.05.2016
1484,U1,719,44.430592,26.097241,București,Strada IOAN FILITTI,5,Sector,1890,S+P+3E,0,0,1993,Voicu DORDEA,,,,07.04.2016,03.05.2016
1485,U3,720,44.43037,26.09757,București,Strada IOAN FILITTI,8,Sector,1916,S+P+2E+Ma,0,0,1993,Voicu DORDEA,,,,07.04.2016,03.05.2016
1486,U1,721,44.430305,26.097831,București,Strada IOAN FILITTI,10,Sector,1902,S+P+5E,0,0,1993,Voicu DORDEA,,,,07.04.2016,03.05.2016
1487,U3,722,44.449704,26.100928,București,Strada IOAN VODA CARAGEA,2,Sector,1920,S+P+3E,0,1245,1994,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
1488,U1,723,44.449704,26.100928,București,Strada IOAN VODA CARAGEA,3,Sector,1920,S+P+2E+Ma,0,867,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
1489,U3,724,44.449704,26.100928,București,Strada IOAN VODA CARAGEA,27,Sector,1938,S+P+3E,0,670,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
1490,U2,725,44.442119,26.125542,București,Strada ION ANDREESCU,1,Sector,1942,S+P+Mz+5E+Ma,30,217,1994,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
1491,U3,726,44.440848,26.126321,București,Strada ION ANDREESCU (corp C + D),4,Sector,1925,S+P+1 E+Ma; S+P; S+P+1E,9,1035,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1492,U3,727,44.440848,26.126321,București,Strada ION ANDREESCU (corp C + D),6,Sector,1920,S+P;S+P+1E; S+P+Ma,6,788,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1493,U2,728,44.440848,26.126321,București,Strada ION ANDREESCU (corp C + G + F),10,Sector,1926,S+P+2E+Ma,0,0,1993,Constantin DALBAN,U2. U1,,,07.04.2016,03.05.2016
1494,U3,729,44.441386,26.126042,București,Strada ION ANDREESCU,11,Sector,1925,S+P+1 E+Ma;S+P,1,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1495,U3,730,44.440945,26.126341,București,Strada ION ANDREESCU,17,Sector,1944,S+P+3E+Ma,8,496,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
1496,U2,731,44.440272,26.126803,București,Strada ION ANDREESCU,29,Sector,1925,S+P+2E; S+P,5,802,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1497,U3,732,44.433661,26.094749,București,Strada ION BREZOIANU,8,Sector,1880,S+P+1E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1498,U3,733,44.434214,26.09453,București,Strada ION BREZOIANU,9,Sector,1932,S+P+6E,0,0,1995,Ramiro SOFRONIE,,,,07.04.2016,03.05.2016
1499,U3,734,44.433859,26.094747,București,Strada ION BREZOIANU,10,Sector,1972,S+P+8E,0,0,1995,Dan CAPATINA,,,,07.04.2016,03.05.2016
1500,U2,735,44.435975,26.094702,București,Strada ION BREZOIANU (corp A + B),51,Sector,1946,S+P+8E; S+P+10E,70,95,1996,Nicolae CONSTANTINESCU,,,,07.04.2016,03.05.2016
1501,U3,736,44.448129,26.104885,București,Strada ION CĂLIN,3,Sector,1934,S+P+2E+Ma,0,0,1993,Corneliu NICUT,,,,07.04.2016,03.05.2016
1502,U3,737,44.44928,26.105927,București,Strada ION CĂLIN,20,Sector,1939,S+P+2E,0,0,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
1503,U3,738,44.44978,26.106167,București,Strada ION CĂLIN,35,Sector,1905,S+P+1E,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
1504,U1,739,44.437801,26.100828,București,Strada ION CÂMPINEANU,2,Sector,1940,S+P+Mz+6E,0,5118,1993,Emilian TITARU,,,,07.04.2016,03.05.2016
1505,U3,740,44.433782,26.104953,București,Strada ION FLORESCU,2,Sector,1938,S+P+4E,0,0,1993,Mircea MIRONESCU,,,,07.04.2016,03.05.2016
1506,U2,741,44.433723,26.105949,București,Strada ION FLORESCU,8,Sector,1900,S+P+2E+Ma,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
1507,U1,742,44.433629,26.106571,București,Strada ION FLORESCU,17,Sector,1878,S+P+2E; S+P+1E,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1508,U3,743,44.433946,26.106184,București,Strada ION FLORESCU,19C,Sector,1878,S+P+1 E+Pod;,0,0,1993,Voicu DORDEA,,,,07.04.2016,03.05.2016
1509,U1,744,44.43426,26.10262,București,Strada ION GHICA,1,Sector,1936,S+P+9E,0,0,1994,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
1510,U3,745,44.43929,26.107552,București,Strada ION LUCA CARAGIALE,1A,Sector,1937,S+P+5E,0,0,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
1511,U2,746,44.439437,26.107324,București,Strada ION LUCA CARAGIALE,3,Sector,1933,S+P+4E,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1512,U2,747,44.439942,26.106904,București,Strada ION LUCA CARAGIALE,8,Sector,1933,S+P+1 E+Pod; S+P+4E,0,0,1997,Maria DABIJA 1993 / Grigore ARSENIE 1997,1913; 1933,,,07.04.2016,03.05.2016
1513,U2,748,44.44128,26.105583,București,Strada ION LUCA CARAGIALE,19,Sector,1910,S+P+2E,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1514,U2,749,44.440914,26.105617,București,Strada ION LUCA CARAGIALE,22,Sector,1924,S+P+4E,0,0,1993,Maria DABIJA,,,,07.04.2016,03.05.2016
1515,U1,750,44.444774,26.121782,București,Strada ION MAIORESCU,7,Sector,1939,S+P+3E+Ma,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1516,U3,751,44.445614,26.122991,București,Strada ION MAIORESCU,20,Sector,1935,S+P+4E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1517,U2,752,44.447098,26.124712,București,Strada ION MAIORESCU,59C,Sector,1927,S+P+2E+Ma; S+P+1 E+Ma,0,0,1993,Niculaie TUDOSE,U2. U3,,,07.04.2016,03.05.2016
1518,U2,753,44.447195,26.124838,București,Strada ION MAIORESCU,61C,Sector,1920,S+P; S+P+1E S+P+2E+Ma,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1519,U3,754,44.459363,26.083457,București,Strada ION MINCU,27,Sector,1940,S+P+1E,8,1115,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
1520,U1,755,44.456978,26.073663,București,Strada ION NECULCE,39,Sector,1912,S+P+1E,0,0,1993,Serban ALTENLIU,,,,07.04.2016,03.05.2016
1521,U3,756,44.45929,26.076123,București,Strada ION NECULCE,74,Sector,1923,S+P+3E,0,0,1993,Horia DUGAN,,,,07.04.2016,03.05.2016
1522,U2,757,44.45929,26.076123,București,Strada ION NECULCE,74C,Sector,1923,S+P+2E,0,0,1993,Horia DUGAN,,,,07.04.2016,03.05.2016
1523,U2,758,44.434761,26.101816,București,Strada ION NISTOR,2,Sector,1945,S+P+MZ+6E,0,0,1993,Valter DORDEA,,,,07.04.2016,03.05.2016
1524,U3,759,44.434472,26.101917,București,Strada ION NISTOR,6,Sector,1978,2S+P+10E,0,0,1994,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
1525,U2,760,44.436042,26.09607,București,Strada ION OTETELEŞANU,5,Sector,1942,S+P+6E+Ma,,1689,1994,Nicolae TEMELCU,,,,07.04.2016,03.05.2016
1526,U2,761,44.413941,26.102206,București,Strada ION PUŞCARIU,9,Sector,1930,S+P+3E,0,0,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
1527,U2,762,44.426827,26.122023,București,Strada ION RACOTEANU,2,Sector,1935,S+P+4E,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1528,U2,763,44.434992,26.067325,București,Strada ION RADOVICI,10,Sector,1928,S+P+1 E+Ma,0,0,1993,Laur AGAPI,,,,07.04.2016,03.05.2016
1529,U2,764,44.452795,26.1241,București,Strada IRIMICULUI,2,Sector,1976,S+P+11E,0,0,1993,Gabriel NICULESCU,,,,07.04.2016,03.05.2016
1530,U3,765,44.43845,26.109073,București,Strada ITALIANA,1,Sector,1925,S+P+2E+Ma,0,1444,1994,Iorgu NICULA,,,,07.04.2016,03.05.2016
1531,U3,766,44.438357,26.105962,București,Strada ITALIANĂ,23,Sector,1925,S+P+2E+Ma,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
1532,U3,767,44.444682,26.082537,București,Strada IULIA HASDEU,1,Sector,1910,S+P+2E+Ma,0,0,1994,Eugen ANTONESCU,,,,07.04.2016,03.05.2016
1533,U3,768,44.465068,26.058166,București,Strada IVAN PETROVICI PAVLOV,29(31,Sector,1946,S+P+1E,0,0,1993,Gheorghe AFANASENCO,,,,07.04.2016,03.05.2016
1534,U3,769,44.465278,26.058364,București,Strada IVAN PETROVICI PAVLOV,33(35,Sector,1946,S+P+1E,0,0,1993,Gheorghe AFANASENCO,,,,07.04.2016,03.05.2016
1535,U1,770,44.434273,26.106514,București,Strada IVO ANDRIC,6,Sector,1887,S+P+1E,5,641,1993,Mihai PERJESCU,,,,07.04.2016,03.05.2016
1536,U2,771,44.4345,26.106823,București,Strada IVO ANDRIC,10,Sector,1900,S+P+4E,20,2043,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
1537,U1,772,44.421531,26.10907,București,Intrarea INTRE GÂRLE,9,Sector,1923,S+P+3E,0,0,1994,Traian POPP,,,,07.04.2016,03.05.2016
1538,U1,773,44.421482,26.108122,București,Intrarea ÎNTRE GÂRLE,13,Sector,1946,S+P+3E,0,0,1994,Traian POPP,,,,07.04.2016,03.05.2016
1539,U3,774,44.429845,26.130081,București,Strada ÎNVINGĂTORILOR,22,Sector,1920,S+P+3E,0,0,1993,Marian ELEFTERESCU,,,,07.04.2016,03.05.2016
1540,U2,775,44.437497,26.105737,București,Strada JEAN LOUIS CALDERON,14,Sector,1940,S+P+2E+Ma; S+P+3E+Ma,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
1541,U1,776,44.438623,26.105405,București,Strada JEAN LOUIS CALDERON,26,Sector,1930,S+P+3E+Ma,0,0,1994,Alexandrina PRETORIAN,,,,07.04.2016,03.05.2016
1542,U3,777,44.440625,26.104812,București,Strada JEAN LOUIS CALDERON,50,Sector,1900,S+P+1E+Pod,0,0,1993,Leonid NEAGOE,,,,07.04.2016,03.05.2016
1543,U2,778,44.429729,26.071477,București,Strada JOLIOT FREDERIC CURIE,15,Sector,1935,S+P+2E+Ma,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
1544,U2,779,44.457356,26.114521,București,Strada JUDEŢULUI,22,Sector,1928,S+P+1E,2,1662,1993,Emilian TITARU,,,,07.04.2016,03.05.2016
1545,U2,780,44.445697,26.100018,București,Strada LAHOVARI (corp A),1,Sector,1929,S+P+4E,0,2607,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1546,U1,781,44.447088,26.096183,București,Bulevardul LASCĂR CATARGIU,1,Sector,1930,S+P+2E,10,1128,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
1547,U1,782,44.447661,26.095109,București,Bulevardul LASCĂR CATARGIU,7,Sector,1935,S+P+3E+Ma,7,1096,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
1548,U2,783,44.447744,26.094947,București,Bulevardul LASCĂR CATARGIU,9,Sector,1920,S+P+3E+Pod,17,1393,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1549,U3,784,44.447744,26.094947,București,Bulevardul LASCĂR CATARGIU,9A,Sector,1900,S+P+2E+Ma,0,1641,1996,Adina SIMION,,,,07.04.2016,03.05.2016
1550,U2,785,44.449424,26.092472,București,Bulevardul LASCĂR CATARGIU,24(26,Sector,1937,S+P+8E,0,7815,1994,Mircea NEICU,,,,07.04.2016,03.05.2016
1551,U3,786,44.449196,26.092028,București,Bulevardul LASCĂR CATARGIU,27,Sector,1930,S+P+5E,18,1413,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
1552,U2,787,44.449433,26.092109,București,Bulevardul LASCĂR CATARGIU,28,Sector,1935,S+P+4E,18,162,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
1553,U2,788,44.4502,26.090059,București,Bulevardul LASCĂR CATARGIU,41,Sector,1939,S+P+3E+Ma,15,1194,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
1554,U2,789,44.450789,26.088751,București,Bulevardul LASCĂR CATARGIU,45,Sector,1930,S+P+4E+Ma,0,137,1996,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
1555,U2,790,44.424593,26.079874,București,Strada LANŢULUI,1(1B,Sector,1940,S+P+Ma;S+P+3E,0,0,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
1556,U2,791,44.438183,26.113963,București,Strada LATINĂ,4,Sector,1940,S+Ds+P+3E+Ma,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
1557,U1,792,44.414641,26.098749,București,Strada LÂNĂRIEI,144,Sector,1920,S+P+1E,0,0,1993,Traian POPP,,,,07.04.2016,03.05.2016
1558,U3,793,44.414641,26.098749,București,Strada LÂNĂRIEI,144A,Sector,1946,S+P; S+P+1E,0,0,1993,Traian POPP,,,,07.04.2016,03.05.2016
1559,U3,794,44.414612,26.098626,București,Strada LÂNĂRIEI,146,Sector,1938,S+P+1E,0,0,1993,Traian POPP,,,,07.04.2016,03.05.2016
1560,U3,795,44.421568,26.105326,București,Strada LEON VODĂ,15,Sector,1900,S+P+1 E+Ma,0,0,1993,Traian POPP,,,,07.04.2016,03.05.2016
1561,U2,796,44.421568,26.105326,București,Strada LEON VODĂ,18,Sector,1900,S+P; S+P+1 E+Ma,0,0,1993,Traian POPP,,,,07.04.2016,03.05.2016
1562,U2,797,44.448628,26.080315,București,Strada LEONIDA VARNALI,15,Sector,1913,S+P+1 E+Ma,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
1563,U3,798,44.439344,26.110986,București,Strada LICURG,2,Sector,1910,S+P+1 E+Ma,0,0,1993,Anatolie CAZACLIU,,,,07.04.2016,03.05.2016
1564,U3,799,44.428452,26.120676,București,Intrarea LICURICI,2,Sector,1934,S+P+2E+Ma,0,0,1994,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
1565,U3,800,44.42801,26.120611,București,Intrarea LICURICI,4,Sector,1934,S+P+2E+Ma,0,0,1994,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
1566,U2,801,44.43209,26.103987,București,Strada LIPSCANI,3,Sector,1921,S+P+4E+Ma,0,0,1995,Dragoş BADEA,,,,07.04.2016,03.05.2016
1567,U2,802,44.432851,26.098004,București,Strada LIPSCANI,19,Sector,1898,S+P+2E+Ma,0,0,1994,Mircea MIRONESCU,,,,07.04.2016,03.05.2016
1568,U2,803,44.431961,26.100255,București,Strada LIPSCANI,28,Sector,1880,S+P+2E,0,0,1993,Alexandru CISMIGIU,,,,07.04.2016,03.05.2016
1569,U3,804,44.432093,26.100724,București,Strada LIPSCANI,39,Sector,1973,S+P+2E,0,0,1993,Dan MIHAILESCU,,,,07.04.2016,03.05.2016
1570,U1,805,44.431803,26.101427,București,Strada LIPSCANI,48(50,Sector,1900,S+P,0,90,1993,Nicolae GOSPODINOV,"U1 (la cererea proprietarilor expertul a revenit, în anul 2016, la încadrarea imobilului în categorie de urgenţă)",,,07.04.2016,03.05.2016
1571,U3,806,44.431585,26.101433,București,Strada LIPSCANI,52,Sector,1900,S+P+2E+Pod,0,0,1993,Nicola GOSPODINOV,,,,07.04.2016,03.05.2016
1572,U1,807,44.431708,26.101543,București,Strada LIPSCANI,54,Sector,1900,S+P+2E+Pod,0,0,1993,Nicola GOSPODINOV,,,,07.04.2016,03.05.2016
1573,U1,808,44.431679,26.10178,București,Strada LIPSCANI,66,Sector,1900,S+P+3E+Pod,0,0,1993,Nicola GOSPODINOV,,,,07.04.2016,03.05.2016
1574,U1,809,44.431773,26.102017,București,Strada LIPSCANI,72,Sector,1900,S+P+1E,0,0,1993,Nicola GOSPODINOV,,,,07.04.2016,03.05.2016
1575,U1,810,44.431663,26.102192,București,Strada LIPSCANI,80,Sector,1875,S+P+2E,0,0,1993,Nicolae ALEMAN,,,,07.04.2016,03.05.2016
1576,U1,811,44.440612,26.125675,București,Strada LIREI,20,Sector,1935,S+P+2E+Ma,0,0,1993,Mircea CONDRUT,U1. U2,,,07.04.2016,03.05.2016
1577,U1,812,44.433604,26.077616,București,Strada LISTER,5,Sector,1933,S+P+1E+Pod,0,0,1993,Radu DIAMANDOPOL,,,,07.04.2016,03.05.2016
1578,U3,813,44.420952,26.090377,București,Strada LIVENI,3,Sector,1920,S+P+3E+Ma,0,0,1994,Horia DUGAN,,,,07.04.2016,03.05.2016
1579,U2,814,44.452701,26.120289,București,Strada LIZEANU,12,Sector,1938,S+P+2E+Ma,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
1580,U2,815,44.453326,26.120696,București,Strada LIZEANU,22(24,Sector,1958,S+P+2E+Ma,7,1097,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
1581,U2,816,44.453636,26.120597,București,Strada LIZEANU,23,Sector,1936,S+P+2E+Ma,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
1582,U2,817,44.440472,26.177965,București,Strada LOGOFĂTUL DAN,2,Sector,1973,S+P+10E,0,0,1993,Dinu CIOBOTARU,,,,07.04.2016,03.05.2016
1583,U1,818,44.468732,26.056668,București,Strada LOTRU,59,Sector,1947,S+P+1 E+Ma,7,676,1993,Stelian PICULESCU,,,,07.04.2016,03.05.2016
1584,U3,819,44.431425,26.077006,București,Strada LOUIS PASTEUR,23,Sector,1928,S+P+2E,0,0,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
